package_name,github_owner,github_repo,commits_90d,commits_365d,commit_velocity_trend,contributors_total,contributors_90d,bus_factor,open_issues,closed_issues_90d,issue_response_time_median,days_since_last_release,release_frequency,release_regularity,weekly_downloads,download_trend,dependent_count,has_readme,has_license,repo_stars,repo_open_prs,days_since_last_commit,label
validator.js,guillaumepotier,validator.js,0,0,0.0,11,0,78.57,15,0,0.0,2335,339.25,539.8,10424,0.8361,0,1,1,256,3,9999,0
fastest-validator,icebob,fastest-validator,25,35,2.8571,30,4,63.54,43,1,0.0,418,215.75,108.73,115560,0.8565,0,1,1,1464,3,74,1
openapi-validator-middleware,PayU,openapi-validator-middleware,0,0,0.0,30,0,31.03,32,0,0.0,1576,92.0,58.68,25974,0.8392,0,1,1,144,10,9999,0
express-json-validator-middleware,simonplend,express-json-validator-middleware,4,4,4.0,16,1,66.02,2,1,0.0,85,420.75,572.4,15229,1.0122,0,1,1,158,0,86,1
express-joi-validation,evanshortiss,express-joi-validation,0,0,0.0,10,0,85.29,10,0,2934.18,392,443.5,393.06,27322,0.8001,0,1,1,103,5,9999,0
dependency-cruiser-fork,sverweij,dependency-cruiser,28,151,0.7417,30,1,97.62,38,1,23.93,2128,9999,9999,5,6.6051,0,1,1,6795,3,0,1
ow,sindresorhus,ow,0,22,0.0,30,0,61.66,0,0,564.88,249,248.25,230.6,2629611,0.8986,0,1,1,3868,0,9999,0
http-errors,jshttp,http-errors,0,18,0.0,21,0,74.84,19,1,0.0,214,584.75,518.83,146817500,0.9036,0,1,1,1561,12,9999,0
node-fetch,node-fetch,node-fetch,0,0,0.0,30,0,31.55,246,1,0.0,1034,26.0,16.69,161640018,0.8843,0,1,1,8859,57,9999,0
tough-cookie,salesforce,tough-cookie,13,45,1.1556,30,2,25.67,41,1,0.0,102,78.25,81.08,108885002,0.91,0,1,1,1062,5,18,1
etag,jshttp,etag,0,1,0.0,6,0,94.56,12,0,0.0,3205,256.5,220.56,88304683,0.9071,0,1,1,266,12,9999,0
methods,jshttp,methods,1,3,1.3333,12,1,79.25,4,1,0.0,3809,154.25,145.35,58583202,0.9192,0,1,1,180,4,81,0
statuses,jshttp,statuses,0,9,0.0,14,0,81.33,8,0,0.0,381,696.0,576.43,161897803,0.906,0,1,1,285,8,9999,0
axios,axios,axios,239,418,2.2871,30,34,23.21,128,1,0.0,0,9.75,7.15,125685708,0.8765,0,1,1,109084,25,0,1
vary,jshttp,vary,1,10,0.4,8,1,93.07,1,1,0.0,3194,284.75,170.38,88947399,0.9466,0,1,1,65,1,81,1
@szmarczak/http-timer,szmarczak,http-timer,0,0,0.0,2,0,95.83,6,0,0.68,1767,141.0,222.27,27466124,0.9117,0,1,1,191,0,9999,0
make-fetch-happen,npm,make-fetch-happen,17,36,1.8889,30,3,31.97,12,1,0.0,27,22.25,24.49,60221607,0.8946,0,1,1,207,4,4,1
range-parser,jshttp,range-parser,0,9,0.0,13,0,82.25,5,1,0.0,2600,425.5,399.4,94074631,0.9074,0,1,1,96,5,9999,0
undici,nodejs,undici,280,648,1.7284,30,22,43.22,296,1,0.0,7,2.0,2.92,136465849,0.8628,0,1,1,7630,111,2,1
on-headers,jshttp,on-headers,3,15,0.8,8,1,89.6,15,1,0.0,341,1020.25,868.62,44722263,0.836,0,1,1,162,11,47,1
socks-proxy-agent,TooTallNate,node-socks-proxy-agent,0,0,0.0,22,0,63.06,0,0,2580.03,14,177.0,170.52,82605432,0.8596,0,1,0,332,0,9999,0
http-proxy-agent,TooTallNate,node-http-proxy-agent,0,0,0.0,5,0,95.92,0,0,1.92,14,211.25,314.26,150625778,0.8793,0,1,0,128,0,9999,0
superagent,visionmedia,superagent,0,39,0.0,30,0,31.75,183,1,0.0,168,74.75,56.23,21534210,0.8991,0,1,1,16647,4,9999,0
node-forge,digitalbazaar,forge,0,59,0.0,30,0,64.29,462,1,0.0,90,366.5,561.32,37101973,0.8991,0,1,1,5312,61,9999,0
responselike,lukechilds,responselike,0,8,0.0,4,0,72.73,0,0,0.0,256,294.75,510.52,30512723,0.8644,0,1,1,37,0,9999,0
clone-response,lukechilds,clone-response,0,0,0.0,3,0,78.43,0,0,3233.84,1437,464.0,768.07,18455402,0.8939,0,1,1,32,0,9999,0
data-urls,jsdom,data-urls,0,8,0.0,4,0,93.18,3,0,0.0,141,281.0,249.15,74048464,0.9265,0,1,1,75,2,9999,0
cross-fetch,lquixada,cross-fetch,0,0,0.0,19,0,96.51,27,1,0.0,549,134.0,232.09,34353864,0.9108,0,1,1,1696,3,9999,0
whatwg-mimetype,jsdom,whatwg-mimetype,0,7,0.0,5,0,90.48,0,0,0.0,154,670.5,362.05,112429901,0.9276,0,1,1,94,0,9999,0
decompress-response,sindresorhus,decompress-response,0,5,0.0,10,0,77.97,0,0,117.87,252,425.75,98.56,46542988,0.8945,0,1,1,76,0,9999,0
http2-wrapper,szmarczak,http2-wrapper,0,0,0.0,4,0,99.06,14,0,142.19,955,190.25,108.68,25882232,0.9094,0,1,1,249,1,9999,0
http-deceiver,indutny,http-deceiver,0,0,0.0,2,0,92.31,7,0,0.0,3689,76.5,116.19,17369747,0.8882,0,1,0,18,2,9999,0
mimic-response,sindresorhus,mimic-response,0,0,0.0,6,0,72.73,0,0,79.74,1777,233.0,193.08,65582920,0.9039,0,1,1,61,0,9999,0
prepend-http,sindresorhus,prepend-http,0,2,0.0,7,0,82.35,0,0,588.64,1778,479.0,302.02,10800504,0.8565,0,1,1,66,0,9999,0
find-my-way,delvedor,find-my-way,9,24,1.5,30,4,50.86,22,1,0.0,48,113.25,101.58,8880368,0.8853,0,1,1,1623,10,20,1
builtin-status-codes,bendrucker,builtin-status-codes,0,0,0.0,5,0,60.0,0,0,0.0,3645,9999,9999,10893998,0.8471,0,1,1,19,0,9999,0
ky,sindresorhus,ky,31,120,1.0333,30,6,73.77,2,1,3.52,63,20.75,23.83,6624845,0.914,0,1,1,16946,2,1,1
negotiator,jshttp,negotiator,0,11,0.0,22,0,69.1,15,1,0.0,612,772.25,421.16,189318721,0.8739,0,1,1,383,7,9999,0
har-schema,ahmadnassri,har-schema,0,0,0.0,3,0,65.0,1,0,1898.72,3352,33.75,58.46,13810397,0.8971,0,1,1,23,1,9999,0
request-promise-core,request,promise-core,0,0,0.0,4,0,94.83,10,0,489.52,2162,9999,9999,4910115,0.9044,0,1,1,20,3,9999,0
agentkeepalive,node-modules,agentkeepalive,0,0,0.0,25,0,81.21,22,0,0.0,541,165.5,105.09,23528492,0.9576,0,1,1,603,1,9999,0
content-disposition,jshttp,content-disposition,17,35,1.9429,16,2,67.38,7,1,0.0,26,158.0,171.27,118021938,0.9019,0,1,1,244,5,26,1
global-agent,gajus,global-agent,0,25,0.0,15,0,68.06,15,0,0.0,103,8.5,14.72,9372541,0.9337,0,1,1,414,5,9999,0
pac-proxy-agent,TooTallNate,node-pac-proxy-agent,0,0,0.0,10,0,90.83,0,0,6151.58,14,118.0,155.66,29567430,0.8587,0,1,0,58,0,9999,0
@hapi/boom,hapijs,boom,0,0,0.0,30,0,37.34,8,0,16.95,1227,174.0,98.36,6629140,0.75,0,1,1,2923,3,9999,0
get-uri,TooTallNate,node-get-uri,0,0,0.0,4,0,97.66,0,0,5000.84,14,137.25,95.41,29539835,0.8259,0,1,0,49,0,9999,0
xhr,naugtur,xhr,0,0,0.0,30,0,41.7,13,0,0.0,2032,355.5,341.66,2775333,0.9676,0,1,1,800,3,9999,0
@opentelemetry/instrumentation-http,open-telemetry,opentelemetry-js,196,661,1.1861,30,25,14.98,238,1,0.0,12,13.25,9.42,24713247,0.9399,0,1,1,3406,53,0,1
http-shutdown,thedillonb,http-shutdown,0,0,0.0,5,0,88.24,6,0,0.83,2356,374.75,261.27,2272101,0.8223,0,1,1,179,0,9999,0
@pollyjs/adapter-node-http,netflix,pollyjs,0,0,0.0,30,0,71.51,56,0,0.0,1068,146.75,192.95,151730,0.9706,0,1,1,10254,13,9999,0
http-status,adaltas,node-http-status,0,0,0.0,24,0,83.5,5,0,0.0,534,78.75,96.17,1246920,0.9749,0,1,1,484,2,9999,0
needle,tomas,needle,1,17,0.2353,30,1,83.88,85,0,0.0,102,206.0,355.07,13270128,0.8799,0,1,1,1632,4,66,1
parse-headers,kesla,parse-headers,0,0,0.0,6,0,84.62,2,0,0.0,460,554.25,353.08,3701269,0.9335,0,1,1,28,0,9999,0
response-time,expressjs,response-time,0,12,0.0,11,0,76.0,8,1,0.0,340,950.75,1127.11,638189,0.8937,0,1,1,496,5,9999,0
hawk,mozilla,hawk,0,0,0.0,30,0,56.77,0,0,2532.38,812,313.75,297.61,1653369,0.9048,0,1,1,1948,0,9999,0
http-headers,watson,http-headers,0,0,0.0,1,0,100.0,5,0,43.52,3138,196.5,233.74,534457,0.963,0,1,1,39,4,9999,0
@actions/http-client,actions,toolkit,40,374,0.4278,30,7,11.18,574,1,0.0,62,42.75,33.78,12845533,0.9053,0,1,1,5780,197,5,1
@mswjs/interceptors,mswjs,interceptors,17,55,1.2364,30,2,87.37,47,1,0.0,42,4.0,3.08,20407467,0.9187,0,1,1,657,19,42,1
simple-get,feross,simple-get,0,0,0.0,15,0,82.29,23,0,0.0,1602,216.75,251.45,24158143,0.8501,0,1,1,404,7,9999,0
@apidevtools/swagger-methods,APIDevTools,swagger-methods,0,0,0.0,2,0,86.75,0,0,0.0,2165,9999,9999,5099071,0.8741,0,1,1,5,0,9999,0
timed-out,sindresorhus,timed-out,0,2,0.0,9,0,60.78,0,0,12.04,286,793.75,575.3,4545918,0.9015,0,1,1,50,0,9999,0
elastic-apm-http-client,elastic,apm-nodejs-http-client,0,0,0.0,13,0,57.72,0,0,12.54,1091,39.75,27.29,39527,1.2734,0,1,1,22,0,9999,0
@hapi/wreck,hapijs,wreck,7,7,4.0,30,1,48.94,4,1,0.0,34,298.0,313.82,2282386,0.8718,0,1,1,378,1,34,1
fresh,jshttp,fresh,1,12,0.3333,18,1,80.18,10,1,0.0,656,687.5,1076.68,109703859,0.9045,0,1,1,163,9,-1,1
url-to-options,stevenvachon,url-to-options,0,0,0.0,2,0,75.0,2,0,0.0,2617,9999,9999,2449610,0.8428,0,1,1,8,1,9999,0
purest,simov,purest,0,0,0.0,3,0,99.71,3,0,98.06,1279,506.5,499.6,236587,0.8481,0,1,1,563,2,9999,0
http-assert,jshttp,http-assert,0,0,0.0,11,0,71.72,13,0,0.0,1763,501.0,222.77,6865211,0.9334,0,1,1,155,11,9999,0
caw,kevva,caw,0,0,0.0,5,0,80.0,8,0,2.24,3260,179.0,153.94,1221399,0.8703,0,1,1,42,0,9999,0
hpagent,delvedor,hpagent,0,0,0.0,9,0,74.29,21,0,0.0,1333,208.0,128.57,8150953,0.9375,0,1,1,191,10,9999,0
li,jfromaniello,li,0,0,0.0,5,0,80.0,4,0,963.27,3086,353.75,190.8,426441,0.7591,0,1,0,41,2,9999,0
@achingbrain/node-fetch,bitinn,node-fetch,0,0,0.0,30,0,31.55,246,1,0.0,1830,5.25,6.38,7658,0.9864,0,1,1,8859,57,9999,0
postcss,postcss,postcss,57,75,3.04,30,4,87.09,31,1,6.34,35,5.25,5.26,255781114,0.8659,0,1,1,28969,3,6,1
@typescript-eslint/typescript-estree,typescript-eslint,typescript-eslint,137,598,0.9164,30,19,16.25,303,1,13.98,0,1.0,1.73,158296110,0.8962,0,1,1,16281,60,0,1
@babel/parser,babel,babel,128,486,1.0535,30,10,37.54,753,1,0.0,7,11.25,7.79,195940381,0.8894,0,1,1,44008,165,1,1
htmlparser2,fb55,htmlparser2,15,155,0.3871,30,2,51.46,3,1,0.0,94,200.75,173.92,95692738,0.8419,0,1,1,4772,1,0,1
espree,eslint,espree,26,116,0.8966,30,5,55.05,9,1,0.0,108,67.25,54.04,150272036,0.9274,0,1,1,2381,2,5,1
parse5,inikulin,parse5,61,236,1.0339,30,4,60.77,36,1,0.0,64,138.25,101.18,140351458,0.8819,0,1,1,3904,7,0,1
flatted,WebReflection,flatted,5,31,0.6452,12,2,84.83,3,1,6.65,98,97.5,160.82,133844122,0.8946,0,1,1,1147,3,74,1
yaml,eemeli,yaml,15,92,0.6522,30,1,96.72,36,1,0.0,43,12.25,16.92,173619408,0.8641,0,1,1,1674,8,52,1
markdown-it,markdown-it,markdown-it,52,55,3.7818,30,9,62.24,23,1,0.0,30,242.0,261.23,26567192,0.8672,0,1,1,21608,6,5,1
@webassemblyjs/wasm-parser,xtuc,webassemblyjs,0,0,0.0,30,0,83.31,83,1,0.0,593,136.5,138.73,43764869,0.8832,0,1,1,831,14,9999,0
regexpp,mysticatea,regexpp,0,0,0.0,4,0,94.0,12,0,0.18,1835,271.0,123.67,13728692,0.856,0,1,1,157,5,9999,0
colord,omgovich,colord,3,3,4.0,11,2,78.38,34,1,0.0,1413,79.75,92.53,18458858,0.8949,0,1,1,1874,9,31,1
json-parse-better-errors,zkat,json-parse-better-errors,0,0,0.0,2,0,87.5,5,0,2.51,3007,9999,9999,21423517,0.851,0,1,1,70,3,9999,0
fraction.js,infusion,Fraction.js,0,9,0.0,11,0,91.96,5,0,35.52,305,1.0,1.73,57230548,0.974,0,1,1,687,3,9999,0
esprima,jquery,esprima,0,0,0.0,30,0,85.25,150,0,0.0,2902,154.25,151.91,105420991,0.8888,0,1,1,7139,10,9999,0
json-parse-even-better-errors,npm,json-parse-even-better-errors,9,23,1.5652,9,4,34.26,1,1,0.0,45,222.75,112.44,101284199,0.9293,0,1,1,27,0,5,1
cheerio,cheeriojs,cheerio,110,507,0.8679,30,5,65.09,50,1,0.0,150,132.75,120.08,37971364,0.8945,0,1,1,30387,24,0,1
ua-parser-js,faisalman,ua-parser-js,30,145,0.8276,30,3,90.53,16,1,0.0,33,55.5,32.33,29299971,0.8998,0,1,1,10146,2,10,1
lines-and-columns,eventualbuddha,lines-and-columns,0,0,0.0,1,0,100.0,10,0,0.0,959,178.5,308.59,128274159,0.8967,0,1,1,26,10,9999,0
url-parse,unshiftio,url-parse,0,0,0.0,16,0,43.43,16,0,838.74,1582,1.5,1.12,38915961,0.9622,0,1,1,1035,1,9999,0
bson,mongodb,js-bson,14,55,1.0182,30,7,39.66,8,1,0.0,5,55.5,52.06,14713364,0.8684,0,1,1,1215,8,0,1
sanitize-html,apostrophecms,sanitize-html,0,6,0.0,30,0,26.19,18,0,25.78,12,20.25,9.04,9947539,0.8759,0,1,1,4129,2,9999,0
url-parse-lax,sindresorhus,url-parse-lax,0,3,0.0,4,0,86.96,0,0,2264.3,288,720.0,526.54,8314946,0.8806,0,1,1,55,0,9999,0
dns-txt,watson,dns-txt,0,0,0.0,1,0,100.0,2,0,0.0,3712,9999,9999,2590521,0.8383,0,1,1,25,2,9999,0
parse-filepath,jonschlinkert,parse-filepath,0,0,0.0,4,0,71.74,1,0,1.82,3107,220.0,256.12,11197035,0.9028,0,1,1,31,0,9999,0
less,less,less.js,16,71,0.9014,30,7,54.65,187,1,0.0,0,25.5,38.51,11379850,0.8812,0,1,1,17030,4,0,1
regex-parser,IonicaBizau,regex-parser.js,0,0,0.0,4,0,92.31,0,0,0.0,494,639.0,359.27,10124668,0.8853,0,1,1,32,0,9999,0
svg-parser,Rich-Harris,svg-parser,0,0,0.0,3,0,56.41,30,0,0.65,2306,58.25,68.95,15058748,0.8976,0,1,0,211,6,9999,0
postcss-scss,postcss,postcss-scss,1,1,4.0,15,1,88.24,3,1,2.86,998,94.25,99.15,7295075,0.9537,0,1,1,673,0,59,0
acorn-node,browserify,acorn-node,0,0,0.0,2,0,96.12,5,0,0.0,2214,72.5,80.35,3138440,0.9463,0,1,1,13,2,9999,0
chevrotain,Chevrotain,chevrotain,7,85,0.3294,30,1,74.16,31,1,14.94,101,16.75,11.65,9234257,0.9206,0,1,1,2780,13,58,1
postcss-safe-parser,postcss,postcss-safe-parser,1,1,4.0,6,1,83.91,1,0,0.0,627,369.25,303.06,13826231,0.926,0,1,1,126,0,62,0
error-stack-parser,stacktracejs,error-stack-parser,0,0,0.0,14,0,67.22,23,0,0.41,1477,0.0,0.0,25366804,0.887,0,1,1,486,9,9999,0
set-cookie-parser,nfriedly,set-cookie-parser,3,41,0.2927,17,2,76.88,1,1,1582.91,94,128.5,143.05,42583588,0.8794,0,1,1,197,0,89,1
snapdragon-node,here-be,snapdragon-node,0,0,0.0,1,0,100.0,0,0,0.0,2768,142.5,216.76,10411465,0.8903,0,1,1,27,0,9999,0
snapdragon-util,here-be,snapdragon-util,0,0,0.0,2,0,96.15,1,0,0.0,3085,63.25,45.66,10412765,0.8904,0,1,1,19,1,9999,0
strtok3,Borewit,strtok3,0,31,0.0,6,0,46.02,8,1,0.0,93,71.25,97.22,27677276,0.8639,0,1,1,50,7,9999,0
postgres-bytea,bendrucker,postgres-bytea,0,0,0.0,5,0,52.38,0,0,3.59,188,9999,9999,45393153,0.9034,0,1,1,13,0,9999,0
csv-parse,adaltas,node-csv,22,77,1.1429,30,5,96.04,48,1,0.0,8,84.25,97.59,15554673,0.9212,0,1,1,4268,3,3,1
fabric,fabricjs,fabric.js,48,183,1.0492,30,8,41.27,464,1,0.0,35,36.25,19.7,872203,0.8964,0,1,1,31251,36,14,1
conventional-commits-parser,conventional-changelog,conventional-changelog,22,59,1.4915,30,6,56.26,252,1,0.0,86,100.75,43.36,15985896,0.8858,0,1,1,8466,32,0,1
babylon,babel,babylon,0,0,0.0,30,0,28.08,2,0,0.0,2961,10.25,10.26,5628835,0.8699,0,1,1,1708,1,9999,0
stylus,stylus,stylus,0,0,0.0,30,0,65.94,281,1,15.68,611,104.0,79.63,2885112,0.9269,0,1,1,11323,24,9999,0
postcss-values-parser,shellscape,postcss-values-parser,2,8,1.0,23,1,66.67,2,1,0.18,36,420.0,509.27,6673068,0.8894,0,1,1,62,1,36,1
papaparse,mholt,PapaParse,1,6,0.6667,30,1,65.26,215,1,0.0,4,131.0,158.13,12111026,0.8735,0,1,1,13502,25,4,1
fast-url-parser,petkaantonov,urlparser,0,0,0.0,5,0,80.0,3,0,3031.09,4167,8.0,8.0,3342648,0.8712,0,1,1,220,2,9999,0
git-up,IonicaBizau,git-up,0,0,0.0,5,0,92.05,4,0,0.0,438,36.75,36.22,5655039,0.8996,0,1,1,16,2,9999,0
posthtml,posthtml,posthtml,0,8,0.0,30,0,41.13,18,0,0.0,252,384.25,291.77,1873701,0.8329,0,1,1,2958,3,9999,0
postgres-interval,bendrucker,postgres-interval,0,1,0.0,16,0,58.62,0,0,22.1,875,317.5,210.55,45522509,0.904,0,1,1,38,0,9999,0
ret,fent,ret.js,0,0,0.0,7,0,89.52,7,0,0.0,1194,190.75,178.54,30383899,0.8863,0,1,1,98,4,9999,0
messageformat-parser,messageformat,messageformat,33,60,2.2,30,1,84.93,16,1,0.0,2263,123.0,84.92,358237,1.0127,0,1,1,1763,3,58,1
is-ssh,IonicaBizau,node-is-ssh,0,0,0.0,2,0,87.1,2,0,0.0,494,557.75,257.39,5635664,0.8211,0,1,1,8,1,9999,0
postgres-date,bendrucker,postgres-date,0,3,0.0,9,0,56.9,1,0,387.07,1657,122.0,95.77,45256439,0.8993,0,1,1,18,1,9999,0
meriyah,meriyah,meriyah,4,72,0.2222,22,2,41.28,22,1,0.0,138,56.5,58.44,2401828,0.6574,0,1,1,1206,1,22,1
postgres-array,bendrucker,postgres-array,0,0,0.0,9,0,65.79,1,0,0.09,473,396.75,397.64,48727124,0.8851,0,1,1,23,0,9999,0
stream-json,uhop,stream-json,85,122,2.7869,8,2,97.37,2,1,0.0,15,3.75,3.27,7835230,0.8788,0,1,1,1192,2,15,1
svg-pathdata,nfroidure,svg-pathdata,2,2,4.0,10,1,48.81,7,0,0.0,88,143.5,106.06,11640435,0.8844,0,1,1,212,1,88,1
comment-parser,yavorskiy,comment-parser,10,32,1.25,20,3,71.97,15,1,85.11,31,31.0,29.25,10655875,0.8736,0,1,1,259,0,31,1
bowser,lancedikson,bowser,1,41,0.0976,30,1,61.19,94,1,4.87,134,42.0,40.23,44023656,0.8691,0,1,1,5739,18,73,1
postcss-less,shellscape,postcss-less,0,0,0.0,19,0,47.43,12,1,819.72,1628,256.25,189.83,1842203,0.8002,0,1,1,124,1,9999,0
css,reworkcss,css,2,2,4.0,23,1,30.71,55,1,4231.37,2182,460.0,422.25,4639515,0.8852,0,1,1,1647,0,19,0
@xmldom/xmldom,xmldom,xmldom,89,123,2.8943,30,5,51.42,61,1,0.0,66,60.75,94.57,37102537,0.8734,0,1,1,457,22,28,1
croner,hexagon,croner,0,71,0.0,20,0,87.71,6,1,0.0,18,30.25,42.07,8269536,0.7707,0,1,1,2562,2,9999,0
asn1js,PeculiarVentures,asn1.js,44,62,2.8387,13,3,36.97,20,1,0.0,64,357.5,405.99,13114672,0.8577,0,1,1,294,0,5,1
vizion,keymetrics,vizion,0,0,0.0,13,0,50.88,15,0,0.0,1971,230.5,260.29,2118004,0.8164,0,1,1,39,7,9999,0
jsdoc-type-pratt-parser,jsdoc-type-pratt-parser,jsdoc-type-pratt-parser,7,147,0.1905,5,4,54.34,7,1,0.0,83,35.75,29.44,11018179,0.8951,0,1,1,26,2,82,1
mathjs,josdejong,mathjs,5,124,0.1613,30,2,72.32,187,1,0.0,77,44.75,36.09,3076424,0.8786,0,1,1,15038,50,68,1
co-body,cojs,co-body,0,0,0.0,15,0,29.73,10,1,0.0,748,657.0,494.42,2105848,0.8834,0,1,1,325,3,9999,0
issue-parser,pvdlg,issue-parser,13,40,1.3,9,4,56.14,10,1,0.0,52,598.75,591.15,3361731,0.9028,0,1,1,22,7,4,1
ts-node,TypeStrong,ts-node,0,0,0.0,30,0,51.32,231,1,0.0,928,130.5,191.18,46341313,0.8945,0,1,1,13136,34,9999,0
vue-template-compiler,vuejs,vue,0,0,0.0,30,0,81.69,635,1,0.0,912,101.75,142.43,2688861,0.9076,0,1,1,209977,270,9999,0
tslib,Microsoft,tslib,0,1,0.0,30,0,28.67,59,1,0.0,599,109.5,107.15,391578055,0.9063,0,1,1,1338,23,9999,0
solid-js,solidjs,solid,32,72,1.7778,30,5,84.72,74,1,0.36,34,1.5,1.5,3026061,0.8224,0,1,1,35661,16,35,1
tsconfig,TypeStrong,tsconfig,0,0,0.0,3,0,73.56,5,0,0.0,3220,100.0,101.65,3682840,0.8766,0,1,1,109,2,9999,0
coffeescript,jashkenas,coffeescript,0,0,0.0,30,0,55.2,97,1,5.25,1521,210.5,234.68,1614940,0.9065,0,1,1,16598,22,9999,0
windicss,windicss,windicss,0,0,0.0,30,0,73.17,224,1,0.0,1454,12.25,13.79,54992,0.8044,0,1,1,6515,4,9999,0
assemblyscript,AssemblyScript,assemblyscript,15,36,1.6667,30,4,59.63,202,1,0.0,11,12.5,12.74,115871,0.9078,0,1,1,17932,21,11,1
typescript-narrowany,Microsoft,TypeScript,24,246,0.3902,30,11,13.51,5048,1,0.0,3607,9999,9999,8,0.664,0,1,1,109370,27,0,1
dfa,devongovett,dfa,0,0,0.0,2,0,93.75,4,0,0.0,2563,9999,9999,10680913,0.7973,0,1,0,62,0,9999,0
@hippy/vue,Tencent,Hippy,5,148,0.1351,30,2,16.31,19,1,0.0,491,59.75,28.26,238,1.408,0,1,1,8535,10,8,1
nearley,hardmath123,nearley,0,0,0.0,30,0,51.7,198,1,0.0,2024,18.5,25.2,6253916,0.8938,0,1,1,3740,31,9999,0
google-closure-compiler-java,google,closure-compiler-npm,0,34,0.0,30,0,68.35,0,0,1976.61,0,1.0,1.22,114805,0.9053,0,1,1,334,0,9999,0
node-elm-compiler,rtfeldman,node-elm-compiler,0,0,0.0,22,0,23.76,15,0,16.78,1901,192.75,137.52,28164,0.8532,0,1,1,175,9,9999,0
windicss-with-web-api,voorjaar,windicss,0,0,0.0,30,0,73.17,224,1,0.0,1754,0.75,1.3,66,1.7321,0,1,1,6515,4,9999,0
@vue/component-compiler-utils,vuejs,component-compiler-utils,0,0,0.0,24,0,40.46,46,0,87.26,1701,141.0,114.02,1371771,0.8786,0,1,0,323,22,9999,0
async-to-gen,leebyron,async-to-gen,0,0,0.0,5,0,96.19,0,0,4380.62,3049,108.25,110.18,39959,0.8961,0,1,1,508,0,9999,0
@gaearon/google-closure-compiler-js,google,closure-compiler-js,0,0,0.0,14,0,67.21,0,0,2.69,3149,9999,9999,169,0.7557,0,1,1,1834,0,9999,0
bytenode,bytenode,bytenode,10,10,4.0,12,3,62.1,25,1,0.84,1,208.5,214.1,37290,0.8856,0,1,1,2957,4,1,1
llparse,nodejs,llparse,0,4,0.0,11,0,91.14,20,1,0.0,128,487.25,557.49,1953,0.9822,0,1,1,624,7,9999,0
htmljs-parser,marko-js,htmljs-parser,5,38,0.5263,12,2,48.82,7,1,0.0,2,31.75,45.48,25556,0.9536,0,1,1,144,2,2,1
regx,shannonmoeller,regx,0,0,0.0,1,0,100.0,0,0,671.94,3791,0.25,0.43,107359,0.7706,0,1,1,33,0,9999,0
haml-coffee,netzpirat,haml-coffee,3,3,4.0,30,2,23.88,6,1,2.16,4521,17.0,7.84,18922,0.8956,0,1,0,447,6,50,1
@riotjs/compiler,riot,compiler,5,38,0.5263,17,1,87.18,8,1,0.0,44,84.0,98.64,3437,1.0834,0,1,1,69,8,44,1
remix-ide,ethereum,remix-ide,87,296,1.1757,30,3,47.53,19,1,0.01,2171,39.5,30.17,442,0.9703,0,1,1,2343,3,17,1
decaffeinate-coffeescript,decaffeinate,coffeescript,0,0,0.0,30,0,62.18,0,0,0.0,1472,449.25,460.77,16312,1.1694,0,1,1,0,0,9999,0
typescript-compiler,theblacksmith,typescript-compiler,0,0,0.0,1,0,100.0,7,0,194.54,4121,26.5,32.9,66336,1.0108,0,1,1,28,0,9999,0
@microsoft/api-extractor,microsoft,rushstack,146,595,0.9815,30,18,26.09,1049,1,0.0,10,13.5,19.97,4924540,0.8873,0,1,1,6476,165,2,1
dataformsjs,dataformsjs,dataformsjs,0,4,0.0,6,0,96.38,0,0,1829.86,326,228.0,188.33,156,0.5788,0,1,1,197,0,9999,0
@cspell/cspell-tools,streetsidesoftware,cspell,117,1154,0.4055,30,8,41.24,119,1,0.0,23,28.75,20.5,837,1.1556,0,1,1,1645,11,7,1
@builder.io/mitosis,BuilderIO,mitosis,6,19,1.2632,30,2,40.6,173,1,0.0,18,80.0,80.69,8693,0.9194,0,1,1,13858,18,18,1
imba,imba,imba,172,239,2.8787,30,2,88.04,177,1,0.0,7,94.0,145.78,3814,0.7211,0,1,1,6498,22,0,1
flex-sdk,JamesMGreene,node-flex-sdk,0,0,0.0,1,0,100.0,6,0,0.0,4459,0.0,0.0,339,1.041,0,1,1,31,1,9999,0
webpack-closure-compiler,roman01la,webpack-closure-compiler,0,0,0.0,12,0,75.0,4,0,0.0,3118,100.0,54.09,2866,0.8559,0,1,1,462,1,9999,0
morph-expressions,abukurov,morph-expressions,0,0,0.0,1,0,100.0,0,0,1145.27,3289,34.5,59.18,460,0.7802,0,1,1,17,0,9999,0
svelte-windicss-preprocess,windicss,svelte-windicss-preprocess,0,0,0.0,12,0,76.41,14,0,0.0,1481,33.5,36.05,451,0.7789,0,1,1,158,5,9999,0
snapdragon-lexer,here-be,snapdragon-lexer,0,0,0.0,1,0,100.0,0,0,0.0,2772,88.0,109.48,1024,0.8336,0,1,1,23,0,9999,0
lyo,bokub,lyo,0,0,0.0,2,0,96.77,0,0,1150.09,2808,7.25,7.01,14,1.6496,0,1,1,620,0,9999,0
ohm-js,harc,ohm,10,408,0.098,30,1,67.36,47,1,0.0,91,8.25,9.91,688814,0.9626,0,1,1,5530,8,79,1
webpack-isomorphic-compiler,moxystudio,webpack-isomorphic-compiler,0,0,0.0,6,0,86.62,2,0,0.0,3031,19.0,11.05,171,1.175,0,1,1,16,0,9999,0
